"","t=1","t=2","t=3","t=4","t=5","t=6","t=7","t=8","t=9","t=10","t=11","t=12","t=13","t=14","t=15","t=16","t=17","t=18","t=19","t=20","t=21","t=22","t=23","t=24","t=25","t=26","t=27","t=28","t=29","t=30","t=31","t=32","t=33","t=34","t=35","t=36","t=37","t=38","t=39","t=40","t=41","t=42","t=43","t=44","t=45","t=46","t=47","t=48","t=49","t=50","t=51","t=52","t=53","t=54","t=55","t=56","t=57","t=58","t=59","t=60","accuracy"
"iRep=204",1,3,1,1,3,1,2,2,2,2,2,2,2,1,3,3,1,3,3,3,3,3,1,2,2,2,2,1,3,3,2,2,2,2,2,2,2,1,3,1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.566666666666667
"iRep=205",1,3,1,3,3,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,1,2,1,2,1,2,2,1,3,3,3,3,3,3,3,1,2,2,2,2,2,1,3,3,3,3,3,3,0.6
"iRep=206",3,1,2,3,3,3,2,3,3,2,3,1,2,3,3,3,2,3,3,2,3,1,2,2,3,1,2,3,1,2,3,3,2,3,2,3,2,3,1,2,3,3,3,1,2,3,3,1,2,3,3,3,3,1,1,1,2,3,2,3,0.566666666666667
"iRep=207",3,1,3,3,3,3,1,3,3,3,3,3,2,2,1,3,1,3,3,3,3,3,1,3,3,1,2,2,1,3,3,3,3,3,3,3,2,2,2,2,1,2,2,1,3,3,3,3,1,1,2,2,2,2,2,2,2,2,1,3,0.733333333333333
"iRep=208",2,1,3,2,3,2,1,3,2,3,2,1,3,2,1,3,2,3,2,3,2,1,3,2,1,3,2,1,3,1,3,2,1,3,2,1,3,2,1,3,2,3,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,3,2,1,0.533333333333333
"iRep=209",1,2,2,2,3,1,3,1,3,1,1,3,3,1,3,3,1,3,1,3,3,1,2,2,3,1,3,1,3,1,3,1,3,1,3,1,2,3,1,2,2,3,1,3,1,3,1,3,1,2,2,3,3,1,3,1,3,3,1,1,0.666666666666667
"iRep=210",3,2,2,2,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,1,3,3,3,3,3,1,3,1,3,1,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,0.716666666666667
"iRep=211",3,1,1,3,1,3,1,2,2,1,3,1,3,1,3,1,3,1,2,2,2,2,2,2,2,1,3,1,2,2,1,3,1,3,1,3,1,2,2,2,2,1,3,1,3,1,1,3,1,3,1,3,1,3,3,1,2,2,2,2,0.633333333333333
"iRep=212",3,1,2,2,2,2,2,2,2,2,2,1,3,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,3,3,3,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,3,1,3,3,1,0.633333333333333
"iRep=213",2,1,3,3,2,2,1,3,3,3,2,1,2,1,2,1,3,3,3,2,2,1,2,2,1,3,2,1,3,3,2,1,3,3,3,3,3,3,2,1,3,3,3,2,1,2,1,2,2,1,2,1,2,1,3,3,3,2,1,3,0.633333333333333
"iRep=214",3,1,3,1,3,2,1,3,2,2,2,2,2,1,3,2,2,2,1,3,1,3,2,1,3,2,1,1,3,1,1,3,2,2,2,1,3,1,3,2,3,1,3,2,1,3,1,3,2,2,2,2,1,3,2,2,2,2,2,2,0.566666666666667
"iRep=215",2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,1,3,2,1,3,2,2,3,1,2,2,1,2,2,2,2,1,3,1,3,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,3,3,2,2,0.633333333333333
"iRep=216",1,3,3,3,3,3,2,1,3,2,1,3,1,3,2,1,3,3,2,1,3,3,3,2,1,3,2,1,3,1,3,3,2,1,3,2,1,3,2,1,3,1,3,3,3,3,3,2,1,3,2,1,3,1,3,3,2,1,3,3,0.55
"iRep=217",2,3,2,2,1,3,2,2,1,3,1,3,2,3,2,3,2,3,1,3,2,3,2,1,3,2,2,3,2,1,3,2,1,3,2,1,3,2,1,3,2,3,2,1,3,1,3,2,3,2,2,1,3,1,3,1,3,2,3,2,0.533333333333333
"iRep=218",3,2,2,1,3,2,2,2,2,2,2,1,3,1,1,3,1,1,1,3,1,3,1,3,1,3,2,2,2,1,3,1,3,2,2,2,1,3,2,2,2,2,2,2,2,1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,0.483333333333333
"iRep=219",3,3,3,3,3,3,2,2,1,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,1,2,0.483333333333333
"iRep=220",3,1,3,1,2,3,3,1,2,3,3,1,3,1,2,3,1,3,1,2,3,1,3,1,3,1,2,3,1,3,1,3,1,3,1,3,1,3,1,2,3,1,3,1,2,3,1,2,3,3,1,3,1,3,1,2,3,1,2,3,0.683333333333333
"iRep=221",1,3,2,2,1,3,2,2,2,1,3,3,2,2,1,3,2,2,2,2,2,2,2,2,2,2,1,2,1,3,2,1,3,2,2,1,3,2,2,2,2,2,1,3,2,2,1,3,2,2,2,1,3,2,1,3,2,1,3,2,0.466666666666667
"iRep=222",1,1,3,2,3,2,3,2,2,3,2,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,2,2,3,3,2,3,3,2,3,2,2,3,2,2,3,2,3,3,2,3,3,2,3,2,2,3,2,3,3,2,3,2,3,3,0.583333333333333
"iRep=223",2,2,2,2,2,3,1,2,2,2,2,2,3,1,2,2,2,2,2,2,2,3,1,2,2,2,3,1,2,2,2,3,1,1,2,2,2,2,3,1,3,1,3,1,2,2,3,1,3,1,3,1,3,1,1,3,1,3,1,3,0.516666666666667
"iRep=224",2,3,3,1,3,3,1,3,1,2,3,1,3,1,3,3,1,3,1,3,1,3,1,3,1,3,1,2,3,3,1,3,1,3,3,1,2,3,1,3,3,1,3,1,3,1,3,3,1,2,3,1,3,1,3,1,3,1,2,3,0.7
"iRep=225",3,1,3,1,3,2,2,2,2,2,2,2,2,3,3,1,3,2,2,2,2,2,2,2,3,1,3,2,2,2,2,2,2,2,2,2,3,1,3,1,3,1,3,3,2,2,3,1,3,3,1,3,1,3,2,2,2,2,2,2,0.466666666666667
"iRep=226",3,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,1,3,1,3,2,2,2,2,2,2,1,3,2,1,3,2,2,2,2,2,2,0.466666666666667
"iRep=227",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,0.55
"iRep=228",3,1,3,1,3,1,2,2,2,2,2,3,3,1,3,1,3,3,1,3,3,1,3,1,3,3,3,1,3,3,3,3,1,3,3,1,2,2,2,3,1,3,1,2,3,1,3,1,3,3,1,3,1,3,3,1,3,1,2,2,0.683333333333333
"iRep=229",2,2,2,2,2,2,3,3,1,2,2,2,1,2,3,3,1,3,1,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,1,3,1,3,3,3,1,2,2,3,3,3,1,2,3,1,2,2,3,3,3,3,3,1,3,1,0.75
"iRep=230",2,1,2,1,3,2,1,3,3,3,2,1,3,3,2,1,3,3,3,2,1,3,3,3,2,1,3,2,1,3,2,1,2,1,3,3,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,3,2,1,3,2,1,2,1,0.55
"iRep=231",3,3,2,1,2,1,2,2,1,3,3,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,3,3,3,3,3,3,2,1,1,2,1,3,3,3,3,3,3,3,3,3,2,1,2,1,2,2,1,2,2,1,2,0.566666666666667
"iRep=232",2,2,2,2,2,2,2,3,1,3,1,3,1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.35
"iRep=233",3,2,3,2,3,2,3,2,1,3,2,3,2,3,2,1,3,2,1,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,1,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,1,3,2,3,2,3,0.466666666666667
"iRep=234",2,3,3,1,2,3,1,2,3,3,1,2,2,3,1,2,3,1,2,3,1,2,3,3,1,2,3,3,3,1,2,3,1,2,3,1,2,3,1,2,2,3,1,2,3,1,2,3,3,1,2,3,3,1,2,3,1,2,3,1,0.683333333333333
"iRep=235",1,2,3,3,1,2,1,2,1,2,1,2,1,2,1,2,3,1,2,3,1,2,3,3,3,3,1,3,1,2,3,1,2,3,3,3,3,1,3,1,2,1,2,1,2,3,1,2,1,2,3,1,2,1,2,1,2,1,2,3,0.583333333333333
"iRep=236",3,2,2,2,2,2,2,2,3,1,3,3,1,3,3,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,3,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.45
"iRep=237",3,1,3,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,3,1,3,1,3,1,3,3,3,3,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,0.533333333333333
"iRep=238",2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,1,3,2,1,3,2,1,3,2,1,3,1,3,2,1,3,1,3,2,1,1,3,1,3,2,1,1,3,2,1,3,2,1,3,2,1,3,2,1,1,3,1,0.616666666666667
"iRep=239",2,2,2,2,2,2,1,3,1,3,1,3,2,2,2,2,2,2,2,1,3,1,3,1,3,3,3,1,3,1,3,1,3,3,3,3,3,1,3,1,1,3,1,3,1,3,1,3,3,3,2,2,2,2,2,2,2,2,2,2,0.7
"iRep=240",3,1,2,2,1,2,2,3,3,1,2,3,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,3,3,1,2,2,2,2,2,2,2,2,2,3,3,3,3,1,2,2,3,1,2,2,2,2,3,3,1,2,2,0.5
"iRep=241",3,3,1,3,1,3,3,3,1,3,3,3,3,3,2,2,2,2,1,3,2,2,2,1,3,1,3,2,1,3,3,2,2,1,3,1,3,2,2,1,3,1,3,3,3,3,1,3,1,3,3,3,1,3,3,3,2,2,2,2,0.75
"iRep=242",1,3,3,2,2,1,3,2,1,3,3,2,1,3,2,2,1,1,3,3,2,1,3,2,2,2,2,1,3,3,3,3,2,2,1,3,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,1,3,2,2,1,3,3,0.45
"iRep=243",3,2,1,3,3,2,1,3,2,1,3,2,1,3,2,1,2,1,3,2,1,3,2,1,2,1,3,3,3,2,1,3,2,1,3,2,1,2,1,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,2,1,3,2,0.55
"iRep=244",3,2,1,2,2,1,3,2,2,2,2,2,2,1,2,1,3,2,2,2,2,2,2,2,1,3,2,2,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,1,3,2,0.366666666666667
"iRep=245",1,3,2,2,2,3,1,1,2,2,3,1,2,2,2,2,2,3,1,3,1,1,3,1,2,3,3,1,3,2,3,3,1,2,3,1,3,2,3,1,2,2,3,2,2,3,2,2,2,2,3,2,3,3,1,1,3,1,1,1,0.666666666666667
"iRep=246",2,2,2,2,1,1,1,3,1,3,3,1,3,3,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,0.533333333333333
"iRep=247",3,1,3,1,2,2,2,2,2,2,2,2,1,3,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,3,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,3,1,2,2,2,2,2,0.516666666666667
"iRep=248",1,2,3,1,2,2,3,1,2,2,3,3,1,2,2,2,3,1,2,2,3,1,2,2,2,3,1,2,2,3,2,2,3,1,2,3,2,3,1,2,3,3,1,2,2,3,1,2,3,1,2,3,3,2,2,3,1,2,3,2,0.666666666666667
"iRep=249",2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,3,1,3,1,1,3,1,2,2,2,2,2,0.433333333333333
"iRep=250",3,3,2,1,3,2,2,1,3,2,1,3,3,2,1,3,2,2,1,2,1,3,2,1,3,2,2,1,2,1,3,2,1,3,3,2,3,2,1,3,3,3,2,1,3,2,1,3,2,1,3,2,1,2,1,3,2,2,1,3,0.6
"iRep=251",3,3,3,3,1,2,1,2,1,2,3,3,1,2,3,3,1,2,1,2,1,2,3,1,2,3,3,3,1,2,2,1,2,1,2,3,1,2,2,1,2,3,3,1,2,3,1,2,1,2,2,1,2,3,1,2,3,3,3,3,0.65
"iRep=252",2,2,2,2,3,1,1,2,3,1,1,1,2,2,2,3,1,1,1,2,2,3,1,2,2,3,1,2,2,3,1,2,3,1,1,1,2,3,1,1,1,2,3,1,1,2,2,3,1,2,3,1,2,3,1,1,2,3,1,2,0.45
"iRep=253",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,3,3,3,1,3,1,3,3,1,3,1,0.45
"iRep=254",1,2,3,3,1,2,3,1,2,2,3,1,2,3,1,2,3,3,3,1,2,3,1,2,2,3,1,2,3,3,1,2,3,1,3,1,2,2,3,1,2,3,1,2,3,1,3,1,2,3,1,3,1,2,3,3,1,2,3,1,0.6
"iRep=255",2,1,2,2,1,3,1,3,3,2,1,2,1,2,2,2,1,3,2,1,2,1,3,2,1,2,1,3,3,2,2,1,3,2,1,3,3,3,2,2,2,2,2,1,2,1,2,2,1,3,2,2,2,1,2,2,1,3,2,1,0.65
"iRep=256",2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,3,3,1,3,1,3,1,1,3,1,1,3,3,1,3,1,3,3,1,1,1,3,1,0.5
"iRep=257",2,2,3,3,3,3,1,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,2,2,2,2,2,2,2,2,3,1,3,3,3,3,3,3,1,1,3,1,1,3,1,1,1,3,3,3,3,3,0.783333333333333
"iRep=258",3,1,1,3,1,3,1,1,3,1,3,1,3,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,3,1,3,1,2,2,2,2,2,3,1,3,1,3,1,3,1,3,1,3,1,3,1,0.533333333333333
"iRep=259",3,1,3,3,3,3,3,3,3,3,3,3,3,2,1,1,2,1,2,1,1,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,1,3,3,3,1,3,1,3,1,1,3,3,2,1,3,3,3,3,3,3,3,3,0.7
"iRep=260",3,3,1,2,2,2,2,2,3,3,1,1,2,1,3,1,2,2,1,1,2,1,1,2,3,3,3,3,3,1,1,2,2,3,3,3,3,1,2,2,3,1,3,1,2,2,2,3,3,3,3,3,3,3,1,1,1,1,2,2,0.733333333333333
"iRep=261",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,1,3,1,3,1,3,1,3,1,1,3,1,3,1,3,1,1,3,1,3,1,3,1,3,3,1,3,1,3,1,1,3,1,0.5
"iRep=262",3,3,3,3,3,3,3,3,3,1,3,3,1,3,1,3,3,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,3,3,3,3,3,3,1,3,3,3,3,1,3,1,3,3,1,3,3,0.75
"iRep=263",2,2,2,2,2,2,2,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.266666666666667
"iRep=264",1,2,2,2,2,3,1,1,1,1,2,3,1,2,1,2,2,2,3,1,2,3,1,2,3,1,2,3,1,2,2,2,3,3,1,2,2,3,3,1,2,2,2,3,1,2,2,2,2,2,2,3,1,2,3,1,2,2,2,2,0.5
"iRep=265",3,2,3,1,3,1,3,1,3,2,3,1,3,2,3,2,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,2,2,3,1,3,1,3,1,3,2,3,1,3,2,2,2,3,2,3,1,3,1,3,1,3,1,3,0.566666666666667
"iRep=266",2,2,3,2,3,1,3,2,3,1,2,3,2,2,3,2,2,3,1,3,2,3,1,1,3,1,3,2,1,3,1,1,3,2,2,2,3,2,2,3,1,3,1,3,2,2,3,2,2,3,1,3,1,3,2,2,2,3,2,3,0.666666666666667
"iRep=267",3,1,1,3,3,3,3,1,3,3,3,1,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,1,1,1,3,3,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.533333333333333
"iRep=268",2,2,2,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,3,1,0.45
"iRep=269",3,2,1,2,1,3,1,3,1,1,2,3,1,2,2,2,1,3,1,2,2,2,2,3,1,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,1,2,2,2,3,1,2,3,1,2,2,2,2,2,2,2,2,2,0.483333333333333
"iRep=270",2,2,2,2,2,2,2,2,2,2,2,3,1,3,1,3,1,3,1,3,3,1,3,1,3,3,1,3,3,3,1,3,1,3,1,3,1,3,3,1,3,1,3,3,1,3,3,1,3,3,1,3,3,3,1,3,1,1,3,1,0.716666666666667
"iRep=271",3,3,1,2,2,2,2,2,2,2,2,2,3,3,3,1,3,1,3,3,1,2,2,2,2,2,2,3,2,2,2,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,2,2,2,0.633333333333333
"iRep=272",1,3,2,2,1,3,2,2,1,3,2,1,3,1,3,2,2,2,1,3,2,2,2,2,2,2,2,1,3,3,3,3,3,2,1,3,1,3,3,2,2,2,1,3,1,3,1,3,1,3,2,2,1,3,3,1,3,3,2,2,0.483333333333333
"iRep=273",3,3,1,3,3,1,3,3,1,3,1,3,3,1,2,2,2,2,2,2,2,3,1,3,1,3,1,3,3,3,1,3,3,3,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,0.683333333333333
"iRep=274",1,2,2,2,2,2,2,2,3,3,1,3,3,3,1,3,3,3,1,3,1,3,1,2,2,3,1,3,1,3,3,1,2,2,2,2,2,3,1,3,3,1,3,1,2,2,2,3,1,2,3,1,2,2,2,2,2,2,2,2,0.566666666666667
"iRep=275",3,1,3,1,3,1,3,1,3,1,3,1,3,2,3,1,3,1,3,1,3,1,3,2,2,3,1,3,1,3,2,2,2,3,1,3,3,1,3,1,3,1,3,2,3,1,3,1,3,1,3,2,2,3,1,3,3,1,3,1,0.633333333333333
"iRep=276",2,1,3,3,3,3,3,2,1,3,2,1,3,2,1,3,2,1,3,3,2,1,3,2,1,3,1,3,3,2,1,3,2,1,3,3,3,2,1,3,1,3,3,2,1,3,2,1,3,2,1,3,2,1,3,1,3,1,3,3,0.683333333333333
"iRep=277",1,2,2,2,2,2,2,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,2,2,2,2,2,3,3,3,3,0.583333333333333
"iRep=278",1,3,1,3,3,3,1,3,3,3,1,3,3,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,1,3,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,3,2,2,0.566666666666667
"iRep=279",2,3,1,2,2,2,2,2,2,3,1,2,3,1,2,2,2,2,3,1,2,3,1,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.366666666666667
"iRep=280",3,3,1,3,1,3,1,3,1,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,1,3,3,1,3,3,3,1,3,1,3,3,1,3,1,3,1,2,2,2,2,2,2,2,2,2,2,1,3,3,1,3,3,3,3,0.75
"iRep=281",1,3,3,1,3,3,1,3,3,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,1,3,1,3,3,3,1,3,1,3,1,1,3,3,1,3,2,2,2,2,2,2,2,2,2,0.416666666666667
"iRep=282",3,3,1,3,1,3,1,2,2,1,3,1,3,1,2,2,2,1,2,2,1,3,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,0.583333333333333
"iRep=283",1,3,2,1,3,2,2,2,2,1,3,2,1,1,3,3,2,1,3,2,2,1,3,3,2,2,2,2,2,2,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,2,1,3,2,1,3,2,2,2,2,2,2,1,0.55
"iRep=284",3,3,1,1,2,2,3,3,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.433333333333333
"iRep=285",1,3,1,3,1,1,3,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,3,1,3,1,3,3,1,3,1,3,3,1,3,3,1,3,1,3,1,3,1,3,3,1,3,1,3,0.55
"iRep=286",2,1,3,2,2,1,3,2,2,2,1,3,2,1,2,1,3,3,3,3,2,2,1,3,3,2,1,3,3,2,1,3,2,2,1,3,2,1,3,2,2,1,3,2,1,3,3,3,3,3,2,1,3,3,2,1,2,1,3,2,0.55
"iRep=287",2,1,2,1,1,2,1,2,1,2,1,2,1,2,3,1,2,1,2,1,2,3,3,1,2,1,1,2,1,1,2,3,1,2,1,2,3,3,1,2,1,2,3,1,2,3,3,1,2,3,1,2,3,1,2,1,2,3,1,2,0.483333333333333
"iRep=288",3,3,3,1,3,1,1,3,3,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.616666666666667
"iRep=289",3,3,1,3,3,3,3,3,1,2,1,3,3,1,2,1,2,1,2,1,1,1,1,3,3,3,1,2,1,1,2,1,2,1,1,1,3,3,3,3,1,3,3,3,3,3,3,3,1,3,3,3,1,3,3,3,3,1,3,3,0.583333333333333
"iRep=290",3,2,1,2,1,2,1,2,1,2,1,3,3,3,3,3,2,1,2,1,3,2,1,3,3,2,1,3,3,2,1,3,2,1,2,1,2,1,3,2,1,2,1,3,2,1,2,1,3,2,1,3,3,3,2,1,2,1,2,1,0.55
"iRep=291",3,3,1,2,3,3,1,2,2,3,3,1,2,3,1,2,2,3,1,1,2,3,3,1,2,2,3,1,2,3,3,1,2,3,3,3,1,2,3,1,2,3,1,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,0.55
"iRep=292",3,1,3,3,1,3,1,3,3,1,3,1,3,3,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,1,3,3,0.566666666666667
"iRep=293",1,3,1,3,1,3,1,3,3,2,1,3,2,2,1,3,1,3,1,3,3,1,3,3,1,3,3,3,1,3,2,2,2,1,3,3,1,3,3,1,3,1,3,1,3,1,3,1,3,3,3,2,1,3,3,1,3,1,3,1,0.716666666666667
"iRep=294",3,1,3,1,3,1,3,1,3,1,2,3,1,3,1,1,2,3,1,2,3,1,3,1,3,1,1,2,3,1,3,1,3,1,2,3,1,1,1,2,3,1,2,3,1,3,1,3,1,3,1,3,1,1,2,3,1,2,3,1,0.55
"iRep=295",2,1,2,1,3,2,1,2,2,1,3,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,3,3,3,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,3,3,3,3,2,1,2,1,2,1,2,1,2,2,1,3,0.516666666666667
"iRep=296",2,3,1,1,2,3,1,2,3,1,2,1,2,3,2,3,1,1,2,1,2,3,2,3,1,2,3,1,2,3,1,2,1,2,3,1,2,3,1,2,3,1,2,3,1,1,2,3,1,2,1,2,3,1,2,1,1,2,3,1,0.55
"iRep=297",2,2,1,3,1,3,2,2,2,2,2,2,1,3,3,3,2,1,3,3,2,2,2,1,3,3,3,2,2,2,2,2,2,2,2,1,3,1,3,1,3,2,2,2,2,2,2,2,2,2,1,3,1,3,3,1,3,3,3,1,0.616666666666667
"iRep=298",3,2,1,3,1,3,3,2,1,3,1,3,2,1,3,1,3,2,2,1,3,3,2,1,3,1,3,3,3,2,1,3,2,1,3,2,1,3,3,2,1,1,3,2,1,3,2,1,3,2,2,1,3,2,1,3,2,1,3,2,0.666666666666667
"iRep=299",3,2,3,2,3,3,2,3,2,3,3,2,3,2,3,2,3,2,3,1,2,1,2,3,3,2,1,1,2,3,2,3,2,1,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,1,2,3,2,1,1,2,3,0.55
"iRep=300",2,2,1,1,3,2,1,3,2,2,2,1,1,3,1,3,2,2,2,2,1,1,3,1,3,2,2,1,3,1,2,2,2,2,1,3,2,1,3,2,1,3,2,1,1,1,2,2,1,2,1,1,3,1,2,1,1,1,3,1,0.65
"iRep=301",2,3,1,3,3,1,3,3,1,3,1,2,2,2,2,3,1,3,3,1,3,1,2,2,2,2,3,1,2,2,2,2,3,1,3,3,3,1,3,1,2,2,2,3,1,3,3,1,3,1,3,1,3,1,2,3,1,3,1,2,0.816666666666667
"iRep=302",3,1,2,1,2,1,2,1,2,3,1,2,1,2,3,1,2,1,2,1,2,1,2,1,2,3,1,2,1,2,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,3,1,2,3,1,2,1,2,3,1,2,1,2,1,2,0.383333333333333
"iRep=303",3,1,3,1,3,3,1,3,1,3,2,2,2,2,2,2,1,3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,1,3,3,3,1,3,3,3,1,3,1,3,3,3,3,1,3,1,3,3,3,1,3,3,3,3,3,1,0.633333333333333
"iRep=304",1,3,2,1,2,1,2,1,2,1,3,2,1,2,1,3,2,1,2,1,3,2,1,2,1,2,1,3,2,1,3,2,1,3,2,1,2,1,3,3,2,1,2,1,2,1,2,1,2,1,3,2,1,2,1,3,2,1,2,1,0.516666666666667
"iRep=305",3,1,3,1,3,1,3,1,3,1,3,2,1,3,1,3,1,3,1,3,1,3,2,1,3,1,3,1,3,2,1,3,2,1,3,2,1,3,1,3,1,3,3,2,1,3,1,3,1,3,1,3,3,2,1,3,2,1,3,1,0.633333333333333
